name,age_group,ethnicity,experience,qualification_score,decision
Amy George,36-45,African American,14.5,66.1,Rejected
Dylan Neal,46-55,Middle Eastern,7.1,86.2,Rejected
Ethan Herring,46-55,Middle Eastern,17.4,97.3,Accepted
Tammy Vega,56+,African American,10.8,95.0,Accepted
Brian Scott,26-35,Hispanic,5.5,86.6,Rejected
Renee Powell,36-45,Caucasian,8.2,86.8,Accepted
Sydney Carlson,26-35,East Asian,11.5,88.7,Accepted
Timothy Love,46-55,Middle Eastern,10.7,71.6,Rejected
Carrie Lane,46-55,African American,7.0,93.2,Accepted
Kyle Black,36-45,Middle Eastern,9.4,81.4,Rejected
John Mcknight,36-45,Caucasian,4.1,70.7,Rejected
Larry Nicholson,26-35,African American,10.5,87.9,Rejected
James Taylor,56+,South Asian,14.8,72.5,Rejected
Christopher Bonilla,56+,Hispanic,18.9,84.0,Rejected
Brittany Gibson,26-35,African American,13.2,66.2,Rejected
Dr. Cindy Daniels,36-45,African American,6.6,94.1,Accepted
Rachel Watts,26-35,Middle Eastern,9.3,69.6,Rejected
Daniel Wagner,18-25,South Asian,11.8,92.3,Accepted
Audrey Gray,26-35,African American,19.6,88.7,Accepted
Manuel Mendez,56+,Middle Eastern,18.8,97.6,Accepted
Jonathan Carson MD,36-45,African American,12.8,80.4,Rejected
Thomas Krueger,46-55,East Asian,5.9,88.4,Accepted
Allen Diaz,36-45,Middle Eastern,2.9,85.3,Rejected
Kenneth Wallace,56+,Hispanic,19.3,86.6,Rejected
Dr. Scott Long,36-45,Hispanic,4.8,81.3,Rejected
Carlos Woodard,26-35,Middle Eastern,17.0,69.9,Rejected
Russell Duran,56+,East Asian,2.5,95.3,Accepted
Nathan Foster,26-35,African American,16.5,89.3,Accepted
John Ellison,18-25,South Asian,19.9,71.0,Rejected
Melissa Jackson,46-55,Caucasian,8.8,76.0,Rejected
Kimberly Shaffer,56+,South Asian,11.4,74.2,Rejected
Lindsey Smith,36-45,Hispanic,8.9,92.0,Accepted
Rebecca Jimenez,56+,East Asian,8.0,98.0,Accepted
Kimberly Smith,56+,East Asian,8.3,86.0,Accepted
Ana Bush,26-35,African American,2.1,70.1,Rejected
Joyce Lang,46-55,Caucasian,10.2,97.9,Accepted
Kelly Smith,56+,East Asian,16.6,87.7,Accepted
Michael Mooney,46-55,Caucasian,5.4,74.6,Rejected
Brian Schmidt,56+,South Asian,1.1,80.8,Rejected
Heidi Bailey,36-45,East Asian,7.0,91.3,Accepted
Kathryn Sawyer,36-45,Hispanic,8.2,80.7,Rejected
Manuel Hendrix,56+,Hispanic,16.5,65.6,Rejected
Jose Ford,46-55,Middle Eastern,12.1,68.4,Rejected
Rebecca Wood,56+,Middle Eastern,17.9,88.3,Rejected
Monique Stark,18-25,Caucasian,9.6,68.8,Rejected
Victoria Santana,36-45,African American,10.7,83.3,Rejected
Daniel Carlson,46-55,Middle Eastern,16.7,96.1,Accepted
Rachel Spencer,36-45,Middle Eastern,19.5,77.6,Rejected
Geoffrey Mullins,18-25,Hispanic,18.4,72.1,Rejected
Jeffrey Bennett,56+,African American,2.6,71.5,Rejected
Dawn Marsh,26-35,South Asian,18.2,69.6,Rejected
Eric Peck,56+,African American,11.9,97.3,Accepted
Savannah Campbell,46-55,African American,8.9,74.4,Rejected
Anna Bryan,18-25,Caucasian,18.7,77.0,Rejected
Andrew Lewis,18-25,Hispanic,4.1,95.5,Accepted
Danielle Love,18-25,African American,14.4,79.6,Rejected
April Mays,36-45,Middle Eastern,5.4,82.0,Rejected
Philip Allen,56+,African American,6.6,94.1,Accepted
Andrew Cox,18-25,East Asian,6.8,95.6,Accepted
Preston Chang,36-45,East Asian,11.6,96.2,Accepted
David Brooks,18-25,Hispanic,16.7,94.1,Accepted
Kayla Ross,26-35,East Asian,11.7,83.6,Accepted
Marissa Rodriguez DVM,36-45,East Asian,8.9,80.5,Accepted
Blake Yu,46-55,Hispanic,3.8,74.0,Rejected
Christine Medina,56+,Hispanic,4.3,66.8,Rejected
Tony Bell,46-55,Middle Eastern,18.6,72.7,Rejected
Jaime Harris,18-25,Middle Eastern,18.4,96.4,Accepted
April Gutierrez,26-35,South Asian,10.1,66.8,Rejected
Brian Calhoun,46-55,Hispanic,6.7,69.7,Rejected
Chad Le,26-35,East Asian,3.5,98.7,Accepted
Michael Berry,56+,Caucasian,14.7,86.4,Accepted
Stephen Garcia,18-25,Hispanic,10.5,69.5,Rejected
Melissa Bailey,26-35,Caucasian,13.2,87.9,Accepted
Timothy Escobar,26-35,African American,18.5,79.7,Rejected
Bobby Curry,18-25,East Asian,4.5,90.4,Accepted
Jennifer Nelson,56+,East Asian,14.3,82.7,Rejected
Mrs. Brittany Barnett,18-25,Caucasian,3.4,68.8,Rejected
Andrew Miller,46-55,Middle Eastern,6.4,87.2,Rejected
Denise Pittman,36-45,Hispanic,13.7,94.3,Accepted
Brian Merritt,18-25,Hispanic,18.2,74.2,Rejected
William Weaver,18-25,Middle Eastern,17.9,93.3,Accepted
David Malone,46-55,Caucasian,4.9,85.0,Accepted
Kristin Lamb,56+,Hispanic,2.6,67.2,Rejected
William Murray,36-45,African American,6.3,68.9,Rejected
Mary Gray,46-55,East Asian,4.6,87.2,Accepted
Kaitlyn Anderson,56+,Caucasian,8.1,98.8,Accepted
Devin Copeland,46-55,African American,3.8,67.2,Rejected
Zachary Shaw,56+,South Asian,17.6,90.9,Accepted
Jennifer Love,56+,Caucasian,18.7,79.2,Rejected
Ricky Soto,46-55,African American,5.0,89.3,Rejected
Sherry Smith,46-55,African American,4.3,89.1,Rejected
Sheila Blackwell,26-35,Middle Eastern,7.6,73.7,Rejected
Larry Brown,18-25,African American,11.5,69.6,Rejected
Nancy Jarvis,26-35,African American,1.3,77.2,Rejected
Tara Kirk,46-55,Caucasian,17.2,72.8,Rejected
Casey Phillips,46-55,South Asian,2.2,79.6,Rejected
Virginia Gomez,26-35,East Asian,3.6,73.6,Rejected
Jonathan Marshall,46-55,South Asian,14.8,68.7,Rejected
Morgan Taylor,18-25,Middle Eastern,5.2,81.3,Rejected
Kimberly Rogers MD,46-55,Middle Eastern,10.3,90.2,Rejected
Kimberly Perkins,26-35,African American,6.7,97.1,Accepted
Erin Porter,46-55,Middle Eastern,2.3,67.4,Rejected
Tara Cunningham,18-25,Caucasian,11.2,65.3,Rejected
Emily Johnston,46-55,South Asian,10.6,70.3,Rejected
Cody Evans,56+,African American,5.8,96.8,Accepted
Jason Gonzalez,56+,African American,14.8,82.7,Rejected
Cheryl Wilson,36-45,Hispanic,17.1,78.3,Rejected
Jennifer Suarez,26-35,South Asian,18.7,83.0,Accepted
Rebecca Lozano,18-25,Caucasian,9.2,83.9,Accepted
Bonnie Pena,46-55,Middle Eastern,17.8,70.1,Rejected
Ashley Cisneros,46-55,Hispanic,12.9,73.4,Rejected
Arthur Werner,46-55,Middle Eastern,18.7,98.6,Accepted
Paul Kirby,26-35,Middle Eastern,14.2,70.5,Rejected
Gary Vargas,56+,Hispanic,7.7,78.5,Rejected
Megan Lawson,56+,East Asian,9.0,78.2,Rejected
Eric Rice,56+,Caucasian,9.2,87.4,Accepted
John Madden,46-55,Caucasian,18.9,71.9,Rejected
Chase Cole,18-25,African American,9.8,83.8,Rejected
Gregory Reed,56+,South Asian,7.2,74.5,Rejected
Gregory Beck,18-25,East Asian,5.3,85.3,Accepted
Kimberly Wilkinson,46-55,Hispanic,8.3,80.6,Rejected
Shawn Johnson,36-45,African American,13.8,98.9,Accepted
Jennifer Cruz,56+,African American,9.5,71.2,Rejected
Tony Miller,36-45,Caucasian,6.6,89.4,Accepted
Jessica Schneider,46-55,African American,4.2,77.7,Rejected
Paul Fernandez,36-45,East Asian,19.2,80.9,Accepted
Brian Hill,36-45,African American,11.0,92.6,Accepted
Mary Wallace,18-25,Middle Eastern,17.1,65.9,Rejected
Gregory Kemp,26-35,Caucasian,14.8,92.8,Accepted
Jeremy Smith,26-35,African American,13.7,75.9,Rejected
Erica Nichols,56+,Hispanic,8.9,98.8,Accepted
Mary Lewis,26-35,African American,11.1,95.7,Accepted
Krista Gomez,18-25,East Asian,1.1,92.8,Accepted
Angela Short,46-55,South Asian,16.6,95.1,Accepted
Randall Yates,26-35,East Asian,12.1,97.3,Accepted
Juan Daniels,18-25,Middle Eastern,4.7,83.6,Rejected
Christopher Ellis,56+,Middle Eastern,11.1,68.7,Rejected
Andrew Kelley,36-45,Hispanic,17.4,79.8,Rejected
Lauren Stark,56+,Caucasian,1.5,89.4,Accepted
Monique Henderson,26-35,Middle Eastern,11.5,95.6,Accepted
Catherine Ferguson,56+,South Asian,18.3,93.7,Accepted
Angela Mack MD,36-45,Caucasian,8.4,84.6,Accepted
Grace Hall,26-35,Hispanic,9.4,91.2,Accepted
Darryl Hickman,56+,East Asian,5.0,74.7,Rejected
George Simmons,26-35,Middle Eastern,9.0,80.8,Rejected
Cynthia Jackson,46-55,Caucasian,17.9,68.5,Rejected
John Williams,56+,Middle Eastern,10.4,86.3,Rejected
Robert Banks,56+,South Asian,16.8,97.1,Accepted
Kimberly Walker,18-25,Hispanic,13.4,80.4,Rejected
Kimberly Johnston,18-25,Hispanic,7.1,98.1,Accepted
Joe Banks,46-55,South Asian,6.7,77.0,Rejected
Beth Hawkins,46-55,South Asian,18.7,90.1,Accepted
Debra Bell,56+,East Asian,14.9,85.7,Accepted
Margaret Berry,26-35,Caucasian,12.1,93.5,Accepted
Keith Hamilton,46-55,Middle Eastern,7.0,81.7,Rejected
Randy Hamilton,56+,Caucasian,4.1,80.2,Rejected
Donald Ochoa,56+,Caucasian,2.2,92.3,Accepted
Rebecca Stephens,46-55,East Asian,3.5,94.3,Accepted
Lauren Wood,36-45,Hispanic,18.7,80.9,Rejected
James Garcia,18-25,African American,11.6,78.8,Rejected
Heather Barber,26-35,African American,11.3,77.7,Rejected
David Ross,18-25,Middle Eastern,13.2,94.9,Accepted
Dakota Stark,18-25,South Asian,12.6,97.8,Accepted
Ryan Williams,46-55,Middle Eastern,6.6,75.6,Rejected
Travis Miller,26-35,African American,10.2,90.9,Accepted
Peter Pacheco,18-25,South Asian,4.9,92.2,Accepted
Jeffrey Santiago,26-35,East Asian,5.4,77.2,Rejected
Stephanie Brown,26-35,Hispanic,12.9,86.5,Rejected
Christopher Montgomery,36-45,Middle Eastern,5.3,71.6,Rejected
Dawn Garcia,56+,Hispanic,9.1,72.2,Rejected
Kaitlin Spencer,26-35,Caucasian,15.3,77.7,Rejected
Hannah Brown,26-35,South Asian,14.5,87.4,Accepted
Mary Gill,56+,South Asian,17.0,75.4,Rejected
Jeffrey Mills,56+,Middle Eastern,1.4,72.2,Rejected
Crystal Johnson,56+,Caucasian,14.7,81.7,Rejected
Alyssa Watts,18-25,Caucasian,5.0,83.6,Accepted
Walter Lee,46-55,Hispanic,9.2,83.9,Rejected
Nicole Owen,18-25,South Asian,10.5,71.5,Rejected
Bradley Jordan,56+,Middle Eastern,14.4,91.9,Accepted
Shannon Williams,18-25,Caucasian,7.4,67.8,Rejected
Angela Larsen,26-35,African American,1.3,94.9,Accepted
Daniel Walter,46-55,Caucasian,15.6,94.1,Accepted
Cynthia Riley,36-45,East Asian,8.8,75.9,Rejected
Ryan Daniels,46-55,Caucasian,4.4,88.9,Accepted
Kelli Espinoza,46-55,South Asian,14.2,93.8,Accepted
Andrew Lowe,56+,South Asian,5.0,97.0,Accepted
Alexander Jones,26-35,Hispanic,15.0,95.8,Accepted
Michael Goodman,46-55,Middle Eastern,19.9,68.0,Rejected
George Koch,36-45,Caucasian,1.9,74.0,Rejected
Savannah Cooper,18-25,African American,1.7,98.9,Accepted
Julie Pierce,46-55,East Asian,17.6,87.0,Accepted
Julie Davidson,56+,Middle Eastern,11.3,76.2,Rejected
Cesar Jimenez,46-55,South Asian,12.6,73.8,Rejected
Patricia Sanchez,26-35,African American,10.9,98.8,Accepted
Luis Juarez,18-25,African American,15.2,69.8,Rejected
Timothy Dunn,46-55,South Asian,2.1,92.5,Accepted
Margaret Kennedy,46-55,Hispanic,7.5,78.2,Rejected
Bianca Mclean,18-25,Caucasian,19.2,96.5,Accepted
Gail Hayden,26-35,Middle Eastern,19.6,78.1,Rejected
Darius Crawford,46-55,Middle Eastern,13.0,75.8,Rejected
Traci Moore,18-25,Middle Eastern,19.1,82.1,Rejected
Mark Burton,46-55,Hispanic,10.8,73.5,Rejected
Amy Mayo,36-45,East Asian,7.5,79.1,Rejected
Allison Maddox,26-35,South Asian,16.7,96.3,Accepted
Isaiah Vega,46-55,African American,5.0,86.1,Rejected
Michael West,26-35,African American,14.6,72.7,Rejected
Julie Garcia,26-35,African American,3.8,67.7,Rejected
Nicholas Green,36-45,East Asian,8.4,65.9,Rejected
Robert Stokes,26-35,Middle Eastern,2.9,87.9,Rejected
James Roberson,26-35,Middle Eastern,1.3,83.8,Rejected
Christopher Brewer,36-45,South Asian,15.4,98.0,Accepted
Jamie Lucas,26-35,Middle Eastern,4.6,90.5,Accepted
Shirley Price,56+,Caucasian,18.7,75.5,Rejected
Lee Thompson,46-55,African American,4.6,97.0,Accepted
Rachel Rocha,36-45,Hispanic,13.8,84.7,Rejected
Jennifer Nunez,36-45,African American,3.1,79.2,Rejected
Nicole Brown,46-55,Hispanic,11.7,76.8,Rejected
Rodney Perez,26-35,East Asian,2.2,70.4,Rejected
Hannah Dunn,46-55,Middle Eastern,16.4,73.4,Rejected
Annette Thomas,56+,Hispanic,3.9,91.6,Accepted
Terry Atkinson,18-25,Caucasian,1.5,70.9,Rejected
Robert Anderson,26-35,South Asian,2.5,79.6,Rejected
Shannon Davenport,18-25,Hispanic,1.0,69.5,Rejected
Amanda Munoz,36-45,Caucasian,19.6,81.9,Accepted
David Duncan,36-45,Hispanic,15.6,69.3,Rejected
Amanda Thomas,36-45,African American,16.5,66.8,Rejected
Michael Hunt,46-55,Hispanic,7.0,92.5,Accepted
Marcus Perez,56+,Hispanic,1.5,75.2,Rejected
Vincent Lopez,46-55,Hispanic,14.5,93.9,Accepted
Nancy Alvarado,26-35,Middle Eastern,2.4,73.5,Rejected
Isaac Wood,26-35,East Asian,11.9,75.2,Rejected
Ana Ross,46-55,Hispanic,8.7,86.1,Rejected
Megan Pennington DDS,46-55,African American,3.2,97.2,Accepted
Brian Smith,46-55,Caucasian,2.6,97.6,Accepted
Kara Snyder,36-45,Caucasian,12.5,98.8,Accepted
David Macias,46-55,Caucasian,1.9,70.1,Rejected
Andrew Graves,56+,Hispanic,8.3,78.7,Rejected
Gregory Gonzalez,26-35,South Asian,17.1,73.5,Rejected
James Robinson,26-35,African American,3.2,79.1,Rejected
Jacqueline Baker,46-55,Hispanic,18.6,83.7,Rejected
Courtney Turner,36-45,South Asian,9.2,86.1,Accepted
Brett Benson,36-45,Caucasian,11.1,72.2,Rejected
Stacy York,18-25,Caucasian,8.4,81.7,Accepted
Brian Stout,46-55,African American,11.3,86.1,Rejected
Elizabeth Smith,26-35,East Asian,13.0,82.5,Accepted
Jennifer Lin,56+,African American,4.0,65.0,Rejected
Lisa Hess,26-35,South Asian,10.0,95.6,Accepted
Krystal Choi,26-35,Hispanic,3.1,72.9,Rejected
Keith Holland,18-25,Caucasian,4.6,83.4,Accepted
Alexis Scott,36-45,Middle Eastern,9.4,73.0,Rejected
Joshua Flowers,18-25,East Asian,8.5,88.6,Accepted
Summer Mills,56+,South Asian,13.7,75.8,Rejected
Paul Vaughn,46-55,East Asian,7.8,79.1,Rejected
Justin Cole,36-45,Hispanic,3.0,66.8,Rejected
Robert Lowe MD,46-55,African American,13.7,94.7,Accepted
Thomas French,36-45,Middle Eastern,14.1,71.2,Rejected
Jason Calderon,18-25,Caucasian,12.0,93.5,Accepted
Rachel Hamilton,36-45,Hispanic,4.8,89.0,Accepted
Sarah Lopez,46-55,South Asian,6.3,94.3,Accepted
Christopher Johnson,56+,East Asian,11.2,69.5,Rejected
Rhonda Stevenson,18-25,Hispanic,1.7,68.6,Rejected
Craig Morgan,18-25,African American,1.4,66.8,Rejected
Renee Navarro,56+,Caucasian,10.0,68.2,Rejected
Theodore Wang,18-25,Caucasian,4.9,84.5,Accepted
Lori Erickson,56+,East Asian,7.5,67.1,Rejected
Julie Young,46-55,Caucasian,1.1,82.8,Rejected
John Hall,36-45,African American,2.0,80.4,Rejected
Rhonda Garrett,26-35,Caucasian,7.7,98.0,Accepted
Dustin Gill,18-25,African American,12.6,86.3,Rejected
Robin King,46-55,African American,10.2,70.1,Rejected
Sierra Flores,18-25,South Asian,14.2,76.8,Rejected
Sharon Mitchell,18-25,South Asian,11.0,98.9,Accepted
Daniel Mckenzie,26-35,East Asian,7.2,84.9,Accepted
Julie Carlson,26-35,African American,8.6,93.8,Accepted
Tiffany Peck,56+,East Asian,11.7,97.7,Accepted
Jon Watson,56+,East Asian,15.1,87.7,Accepted
Ariana Tyler,46-55,Middle Eastern,1.1,90.0,Rejected
Charles Christian,26-35,Caucasian,5.1,69.2,Rejected
Eric Nguyen,26-35,East Asian,14.3,68.4,Rejected
Christine Wallace,36-45,African American,6.3,83.2,Rejected
Paul Jensen,18-25,Middle Eastern,18.6,98.3,Accepted
Jonathan Hill,46-55,South Asian,10.0,76.7,Rejected
Kelly Fernandez,56+,African American,3.9,80.1,Rejected
Mario Vasquez,26-35,Hispanic,11.5,81.6,Rejected
Jerry Walker,36-45,Hispanic,6.9,98.1,Accepted
Carl Clayton,18-25,East Asian,16.9,89.9,Accepted
Manuel Douglas,36-45,South Asian,15.9,75.2,Rejected
Scott Edwards,56+,Hispanic,1.1,65.3,Rejected
Erin Nichols,56+,Hispanic,3.7,76.9,Rejected
Darryl Henson,18-25,Middle Eastern,2.2,76.5,Rejected
Christopher Ruiz,56+,East Asian,8.7,84.3,Accepted
Jonathan Maxwell,36-45,Caucasian,2.9,88.1,Accepted
Erica Gonzalez,26-35,Hispanic,12.3,70.0,Rejected
Rachel Harris,46-55,Hispanic,19.6,73.1,Rejected
Melissa Riley,56+,Caucasian,9.5,78.6,Rejected
Deanna Kennedy,26-35,Hispanic,14.7,87.2,Rejected
Erin Haas,56+,Caucasian,13.7,93.2,Accepted
Robert Salazar,18-25,Middle Eastern,10.8,93.4,Accepted
Bruce Smith,18-25,African American,17.9,80.7,Rejected
Mandy Johnson,46-55,Middle Eastern,17.0,87.2,Rejected
Rhonda Hernandez,18-25,Caucasian,4.0,68.7,Rejected
Cody Rodriguez,46-55,Hispanic,11.9,83.8,Rejected
Samantha Cook,26-35,Caucasian,3.5,96.8,Accepted
Zachary Robertson,46-55,East Asian,6.8,71.9,Rejected
Amy Monroe,46-55,Middle Eastern,4.5,76.3,Rejected
Jesus Davis,46-55,Hispanic,12.2,90.4,Rejected
William Foster,26-35,East Asian,16.8,71.1,Rejected
Jessica White,56+,Caucasian,15.1,73.4,Rejected
Carrie Jones PhD,18-25,African American,16.0,90.0,Accepted
Brandon Black,56+,South Asian,12.7,74.2,Rejected
Ryan Zamora Jr.,56+,Middle Eastern,19.8,94.2,Accepted
Stephanie Thompson,26-35,Caucasian,13.8,75.7,Rejected
Tiffany Woods,18-25,Caucasian,6.4,77.3,Rejected
Danny Reid,46-55,East Asian,10.6,89.5,Accepted
Mary Johnson,18-25,Hispanic,18.4,89.3,Accepted
Nathaniel Proctor,56+,Middle Eastern,16.7,73.7,Rejected
Thomas Morse,46-55,African American,17.9,77.6,Rejected
Dylan Garcia,18-25,South Asian,14.9,89.4,Accepted
Henry Bell,18-25,Middle Eastern,5.2,75.4,Rejected
Terry Floyd,36-45,East Asian,15.7,69.9,Rejected
Kelly Zimmerman,56+,Hispanic,18.1,78.5,Rejected
Kyle Watson,18-25,East Asian,3.4,80.1,Accepted
Sue Zavala,18-25,Middle Eastern,19.0,79.4,Rejected
Rodney Gutierrez,46-55,East Asian,4.6,77.3,Rejected
Gary Gilbert,56+,Caucasian,6.5,69.0,Rejected
Shane Wilson,56+,Caucasian,17.8,70.8,Rejected
Crystal Harris,18-25,Middle Eastern,18.9,83.0,Rejected
Yolanda Hall,56+,East Asian,14.6,69.5,Rejected
Gail Meadows,46-55,Middle Eastern,10.4,94.5,Accepted
Shawn Hendricks,26-35,Middle Eastern,5.8,67.2,Rejected
Brenda Suarez,18-25,Hispanic,7.5,71.6,Rejected
Linda Cruz,18-25,Middle Eastern,11.3,75.1,Rejected
Shawn Wheeler,46-55,Middle Eastern,3.4,73.2,Rejected
Brian Peters,56+,South Asian,8.5,93.1,Accepted
Sarah Weber,18-25,Middle Eastern,11.1,71.7,Rejected
John Willis,26-35,Caucasian,7.3,87.4,Accepted
Roy Smith,56+,Caucasian,9.3,90.4,Accepted
Angela Cruz,18-25,Hispanic,18.3,96.8,Accepted
Nicole Wright,56+,African American,8.6,67.0,Rejected
Sara Howard,26-35,East Asian,17.7,75.6,Rejected
Sharon Rivas,26-35,Hispanic,11.6,84.2,Rejected
Theresa Mcgee,56+,Caucasian,13.5,80.6,Rejected
Cathy Le,36-45,Hispanic,7.0,88.5,Accepted
Susan Williamson,56+,South Asian,4.2,92.7,Accepted
Aaron Humphrey,46-55,Caucasian,12.6,94.7,Accepted
Laura Graves,26-35,Hispanic,5.5,68.3,Rejected
Lori Rollins,46-55,Middle Eastern,14.2,69.3,Rejected
Jennifer Thomas,26-35,Middle Eastern,8.7,93.2,Accepted
Michael Turner,36-45,South Asian,18.8,89.4,Accepted
Jacob Garcia,36-45,Middle Eastern,8.9,92.5,Accepted
Misty Medina,26-35,African American,1.6,79.9,Rejected
Evelyn Wyatt,18-25,Middle Eastern,12.7,84.7,Rejected
Charlotte Archer,56+,Hispanic,18.6,94.0,Accepted
Angela Jacobs,36-45,East Asian,3.7,97.1,Accepted
Courtney Scott,56+,Caucasian,19.4,80.8,Rejected
Evan Medina,56+,Middle Eastern,8.2,82.4,Rejected
Hunter Dennis,56+,African American,14.9,69.8,Rejected
Brandon Parker,46-55,East Asian,1.9,88.4,Accepted
Alec Murphy,56+,East Asian,9.1,66.2,Rejected
Roy Lucero,56+,Caucasian,11.5,76.0,Rejected
Matthew Rogers,56+,Hispanic,10.2,69.7,Rejected
Barbara Rhodes,36-45,South Asian,7.0,81.7,Accepted
Andrea Kemp,36-45,African American,13.8,76.3,Rejected
Douglas Gonzalez,46-55,Caucasian,1.2,66.0,Rejected
Justin Harris,36-45,African American,17.9,76.9,Rejected
Eric Flores,56+,Hispanic,10.3,79.2,Rejected
Matthew Deleon,18-25,African American,6.5,66.9,Rejected
Daniel Scott,56+,Hispanic,16.0,79.9,Rejected
Jeffrey Gibson,46-55,East Asian,7.3,76.0,Rejected
Samuel Williams,26-35,Caucasian,4.9,72.8,Rejected
Joshua Santos,46-55,East Asian,12.7,65.9,Rejected
Danielle Willis MD,26-35,African American,3.5,91.4,Accepted
James Mayer,36-45,Middle Eastern,2.7,66.9,Rejected
Robin Simpson,46-55,East Asian,11.5,94.5,Accepted
Mason Lee,26-35,Caucasian,2.3,87.6,Accepted
James Delgado,26-35,Middle Eastern,3.7,98.4,Accepted
Robert Jimenez,46-55,Caucasian,8.4,80.3,Rejected
Madeline Cook,26-35,South Asian,19.9,84.7,Accepted
Benjamin Love,26-35,African American,13.4,73.9,Rejected
David Walker,18-25,Caucasian,1.5,65.1,Rejected
Joshua Palmer,36-45,Hispanic,16.1,79.6,Rejected
Michael Vance,46-55,East Asian,5.9,81.3,Rejected
Kimberly Brown,36-45,African American,3.9,96.0,Accepted
Kyle Terry,36-45,African American,19.3,99.0,Accepted
Robert Hernandez,26-35,Hispanic,4.8,72.7,Rejected
Heather Kirby,46-55,South Asian,13.6,72.6,Rejected
Sherry Murphy,56+,African American,8.2,95.3,Accepted
Robert Green,56+,Middle Eastern,10.0,97.6,Accepted
Lindsay Robinson,56+,South Asian,14.2,69.2,Rejected
Ronnie Torres,18-25,Hispanic,13.4,90.7,Accepted
Marie Jackson,46-55,East Asian,7.4,84.8,Accepted
Richard Forbes,26-35,African American,17.2,75.0,Rejected
Melissa Ross,26-35,South Asian,17.4,66.2,Rejected
Kathy Glover,46-55,African American,10.6,74.7,Rejected
Amanda Webster,36-45,East Asian,1.4,67.2,Rejected
William Mcdonald,46-55,East Asian,12.6,78.8,Rejected
David Kelley,36-45,Hispanic,5.6,78.7,Rejected
Michael Crawford,56+,African American,9.0,81.3,Rejected
Kelly Crawford,46-55,South Asian,4.0,83.0,Accepted
Mr. Nicholas Cowan,36-45,Caucasian,15.5,66.2,Rejected
Hannah Ramirez,46-55,Hispanic,17.0,81.8,Rejected
Brian Mcdaniel,56+,Middle Eastern,4.9,94.3,Accepted
Sherri Woods,46-55,South Asian,2.8,89.3,Accepted
Pamela Frazier,46-55,Middle Eastern,10.3,65.1,Rejected
Bruce Lopez,18-25,Hispanic,9.2,68.9,Rejected
Tammy Riddle,36-45,African American,13.5,69.2,Rejected
Ronald Compton,18-25,Hispanic,19.0,88.3,Accepted
Linda Arnold,36-45,African American,6.6,66.0,Rejected
Christopher Logan,26-35,Middle Eastern,17.7,86.7,Rejected
Misty Norman,46-55,East Asian,1.0,75.6,Rejected
Jason Hammond,26-35,African American,11.9,98.9,Accepted
Kayla Donaldson,56+,Hispanic,15.2,84.7,Rejected
Andrew Mills,56+,African American,3.9,72.0,Rejected
Jessica Nguyen,18-25,Middle Eastern,13.7,70.3,Rejected
Gabriel Bowen,56+,East Asian,10.9,67.6,Rejected
Stanley Rivera,18-25,African American,10.5,87.6,Rejected
Regina Davis,56+,Middle Eastern,7.0,92.7,Accepted
Courtney Cruz,36-45,East Asian,7.3,88.2,Accepted
Jason Campbell,56+,African American,6.6,86.7,Rejected
Charlene Lester,18-25,South Asian,3.2,70.5,Rejected
Alicia Henry,56+,Hispanic,2.5,70.6,Rejected
John Conrad,56+,Hispanic,13.2,95.7,Accepted
Andrew Davis,36-45,East Asian,1.9,85.5,Accepted
Katherine Simmons,56+,Caucasian,16.3,74.8,Rejected
Yvonne Waters,46-55,African American,17.8,90.9,Rejected
Steven Sosa,56+,African American,19.5,74.4,Rejected
Jennifer Bauer,36-45,East Asian,4.4,73.8,Rejected
Mark Thornton,36-45,South Asian,3.9,87.9,Accepted
Emily Miller,36-45,African American,6.5,65.9,Rejected
Travis Franklin,46-55,South Asian,15.8,84.0,Accepted
Belinda Chavez,46-55,Caucasian,3.3,88.7,Accepted
Jeffrey Castillo,56+,Middle Eastern,12.0,84.3,Rejected
Ricky Smith,36-45,Middle Eastern,8.7,98.2,Accepted
